0;2
1;0
2;1
3;32
4;17
5;2
6;60
7;47
8;9
9;81
10;8
11;7
12;17
13;40
14;23
15;44
16;1
17;10
18;9
19;170
20;1
21;12
22;22
23;8
24;5
25;5
26;7
27;5
28;115
29;50
30;22
31;43
32;108
33;166
34;6
35;12
36;36
37;0
38;112
39;1
40;45
41;1
42;25
43;1
44;0
45;140
46;1
47;0
48;93
49;5
50;27
51;6
52;8
53;9
54;4
55;0
56;154
57;4
58;20
59;1
60;11
61;13
62;48
63;2
64;65
65;0
66;205
67;0
68;32
69;6
70;13
71;3
72;0
73;2
74;30
75;175
76;1
77;144
78;52
79;7
80;7
81;20
82;9
83;12
84;18
85;3
86;1
87;58
88;39
89;0
90;40
91;1
92;25
93;16
94;12
95;2
96;0
97;4
98;16
99;24
100;51
101;6
102;47
103;435
104;0
105;0
106;38
107;20
108;23
109;7
110;14
111;26
112;10
113;59
114;0
115;56
116;97
117;40
118;2
119;14
120;0
121;158
122;41
123;12
124;21
125;3
126;4
127;7
128;79
129;61
130;14
131;3
132;53
133;2
134;226
135;9
136;10
137;1
138;15
139;1
140;58
141;95
142;46
143;28
144;11
145;10
146;5
147;25
148;1
149;0
150;15
151;9
152;59
153;19
154;151
155;85
156;24
157;12
158;1
159;0
160;50
161;30
162;0
163;0
164;19
165;0
166;26
167;16
168;56
169;10
170;27
171;27
172;83
173;6
174;3
175;0
176;9
177;17
178;15
179;17
180;24
181;80
182;77
183;31
184;89
185;29
186;8
187;133
188;0
189;30
190;10
191;277
192;171
193;4
194;20
195;1
196;3
197;3
198;19
199;1
200;27
201;19
202;44
203;125
204;59
205;0
206;33
207;1
208;165
209;2
210;81
211;0
212;64
213;3
214;2
215;51
216;10
217;39
218;1
219;57
220;1
221;28
222;258
223;8
224;34
225;10
226;0
227;1
228;11
229;5
230;5
231;6
232;89
233;66
234;29
235;40
236;26
237;14
238;26
239;0
240;162
241;52
242;4
243;45
244;5
245;4
246;1
247;7
248;2
249;0
250;3
251;22
252;1
253;17
254;9
255;24
256;0
257;7
258;15
259;33
260;19
261;34
262;42
263;38
264;87
265;45
266;23
267;32
268;63
269;90
270;59
271;27
272;16
273;42
274;26
275;0
276;12
277;1
278;4
279;22
280;6
281;3
282;55
283;36
284;165
285;82
286;28
287;21
288;28
289;154
290;905
291;198
292;23
293;131
294;60
295;33
296;12
297;3
298;82
299;25
300;5
301;8
302;7
303;0
304;6
305;15
306;2
307;3
308;27
309;7
310;15
311;64
312;339
313;108
314;16
315;3
316;10
317;5
318;15
319;31
320;5
321;0
322;3
323;49
324;2
325;0
326;9
327;0
328;32
329;30
330;57
331;3
332;118
333;0
334;4
335;11
336;45
337;0
338;11
339;34
340;34
341;96
342;45
343;16
344;30
345;8
346;10
347;4
348;0
349;7
350;1
351;44
352;234
353;42
354;15
355;0
356;25
357;2
358;0
359;1
360;73
361;77
362;0
363;0
364;17
365;3
366;2
367;26
368;3
369;14
370;26
371;1
372;51
373;342
374;0
375;4
376;0
377;37
378;2
379;85
380;16
381;0
382;3
383;1
384;51
385;75
386;26
387;56
388;202
389;0
390;86
391;13
392;7
393;3
394;2
395;12
396;6
397;78
398;0
399;25
400;1
401;72
402;7
403;24
404;5
405;11
406;6
407;20
408;12
409;21
410;3
411;195
412;32
413;28
414;0
415;46
416;51
417;4
418;0
419;132
420;11
421;94
422;81
423;30
424;1
425;3
426;18
427;14
428;145
429;34
430;10
431;81
432;36
433;44
434;17
435;11
436;120
437;144
438;0
439;30
440;18
441;1
442;7
443;50
444;21
445;0
446;5
447;13
448;24
449;34
450;31
451;33
452;55
453;63
454;19
455;94
456;0
457;120
458;46
459;63
460;5
461;71
462;6
463;4
464;100
465;97
466;0
467;17
468;0
469;0
470;38
471;21
472;8
473;46
474;34
475;13
476;52
477;11
478;11
479;41
480;200
481;50
482;1
483;19
484;0
485;69
486;9
487;2
488;50
489;23
490;29
491;0
492;84
493;131
494;40
495;19
496;15
497;45
498;9
499;23
500;450
501;4
502;1
503;39
504;26
505;20
506;1
507;9
508;34
509;120
510;0
511;13
512;7
513;107
514;0
515;28
516;1
517;0
518;50
519;0
520;61
521;26
522;0
523;12
524;9
525;43
526;37
527;40
528;26
529;9
530;23
531;9
532;0
533;31
534;5
535;0
536;5
537;12
538;42
539;5
540;156
541;225
542;41
543;16
544;124
545;15
546;4
547;14
548;240
549;0
550;40
551;147
552;7
553;76
554;156
555;8
556;173
557;62
558;49
559;13
560;108
561;87
562;4
563;4
564;4
565;69
566;17
567;86
568;10
569;116
570;17
571;48
572;113
573;3
574;32
575;24
576;0
577;27
578;11
579;11
580;14
581;0
582;10
583;23
584;0
585;43
586;2
587;2
588;0
589;13
590;14
591;2
592;197
593;9
594;26
595;1
596;15
597;52
598;26
599;11
600;221
601;165
602;17
603;16
604;13
605;18
606;78
607;54
608;9
609;11
610;3
611;10
612;52
613;11
614;19
615;1
616;98
617;25
618;18
619;321
620;68
621;26
622;7
623;0
624;49
625;8
626;4
627;4
628;13
629;12
630;118
631;9
632;57
633;29
634;9
635;18
636;5
637;11
638;36
639;0
640;81
641;3
642;7
643;28
644;2
645;1
646;107
647;85
648;24
649;51
650;37
651;5
652;21
653;6
654;56
655;1
656;2
657;6
658;182
659;0
660;0
661;128
662;31
663;4
664;3
665;46
666;6
667;23
668;47
669;45
670;44
671;12
672;0
673;0
674;2
675;11
676;8
677;92
678;0
679;1
680;11
681;252
682;55
683;45
684;38
685;39
686;1
687;11
688;77
689;73
690;134
691;1
692;54
693;23
694;15
695;11
696;27
697;190
698;10
699;0
700;60
701;34
702;14
703;0
704;0
705;6
706;75
707;36
708;2
709;1
710;69
711;15
712;18
713;37
714;49
715;37
716;0
717;91
718;11
719;1
720;0
721;13
722;91
723;33
724;11
725;7
726;11
727;232
728;32
729;3
730;31
731;129
732;51
733;146
734;12
735;65
736;57
737;7
738;3
739;48
740;0
741;75
742;22
743;149
744;113
745;23
746;3
747;17
748;0
749;86
750;138
751;16
752;20
753;106
754;18
755;5
756;0
757;8
758;95
759;10
760;563
761;28
762;206
763;35
764;8
765;17
766;16
767;29
768;24
769;50
770;241
771;3
772;26
773;104
774;4
775;66
776;29
777;29
778;10
779;4
780;5
781;87
782;1
783;239
784;68
785;7
786;0
787;8
788;24
789;46
790;4
791;15
792;244
793;23
794;23
795;52
796;12
797;62
798;67
799;0
800;8
801;24
802;57
803;0
804;138
805;10
806;14
807;0
808;2
809;66
810;18
811;9
812;10
813;40
814;16
815;22
816;42
817;77
818;4
819;0
820;120
821;186
822;44
823;113
824;146
825;83
826;34
827;0
828;20
829;3
830;1
831;130
832;218
833;9
834;43
835;20
836;28
837;17
838;0
839;35
840;0
841;0
842;8
843;76
844;23
845;30
846;56
847;6
848;18
849;0
850;67
851;0
852;4
853;40
854;47
855;5
856;15
857;41
858;0
859;12
860;1
861;25
862;8
863;21
864;12
865;0
866;13
867;0
868;8
869;16
870;71
871;0
872;5
873;1
874;26
875;131
876;43
877;4
878;7
879;1
880;0
881;14
882;296
883;49
884;85
885;2
886;7
887;6
888;76
889;47
890;8
891;11
892;3
893;23
894;1
895;89
896;17
897;3
898;20
899;25
900;24
901;19
902;9
903;34
904;3
905;1
906;14
907;6
908;103
909;26
910;27
911;2
912;66
913;78
914;3
915;1
916;12
917;111
918;108
919;7
920;100
921;3
922;21
923;8
924;189
925;0
926;8
927;4
928;141
929;36
930;62
931;2
932;0
933;72
934;25
935;16
936;51
937;0
938;8
939;25
940;74
941;7
942;34
943;80
944;21
945;107
946;0
947;84
948;0
949;91
950;0
951;14
952;0
953;94
954;13
955;78
956;12
957;77
958;40
959;9
960;66
961;178
962;29
963;4
964;17
965;2
966;7
967;59
968;17
969;25
970;95
971;162
972;38
973;5
974;18
975;7
976;13
977;37
978;22
979;84
980;6
981;3
982;62
983;51
984;2
985;0
986;38
987;93
988;28
989;34
990;0
991;72
992;105
993;64
994;2
995;2
996;0
997;2
998;41
999;23
1000;55
1001;31
1002;13
1003;20
1004;42
1005;28
1006;73
1007;101
1008;144
1009;10
1010;0
1011;18
1012;7
1013;94
1014;2
1015;12
1016;6
1017;2
1018;0
1019;39
1020;92
1021;61
1022;63
1023;14
1024;13
1025;44
1026;40
1027;74
1028;51
1029;132
1030;0
1031;0
1032;3
1033;3
1034;20
1035;128
1036;3
1037;1
1038;0
1039;81
1040;3
1041;26
1042;0
1043;18
1044;45
1045;81
1046;2
1047;126
1048;4
1049;14
1050;137
1051;7
1052;38
1053;4
1054;4
1055;17
1056;89
1057;59
1058;9
1059;0
1060;27
1061;0
1062;2
1063;8
1064;5
1065;0
1066;25
1067;38
1068;1
1069;87
1070;41
1071;120
1072;64
1073;1
1074;3
1075;48
1076;2
1077;9
1078;10
1079;5
1080;1
1081;4
1082;14
1083;45
1084;6
1085;6
1086;22
1087;40
1088;101
1089;46
1090;62
1091;12
1092;131
1093;0
1094;0
1095;1
1096;13
1097;145
1098;19
1099;33
1100;118
1101;19
1102;19
1103;7
1104;2
1105;0
1106;6
1107;49
1108;6
1109;4
1110;50
1111;13
1112;47
1113;31
1114;4
1115;20
1116;21
1117;34
1118;20
1119;52
1120;28
1121;15
1122;18
1123;11
1124;66
1125;9
1126;0
1127;9
1128;25
1129;7
1130;14
1131;59
1132;1
1133;0
1134;18
1135;69
1136;2
1137;108
1138;0
1139;26
1140;144
1141;2
1142;117
1143;2
1144;62
1145;17
1146;12
1147;0
1148;60
1149;1
1150;63
1151;16
1152;31
1153;9
1154;2
1155;19
1156;0
1157;8
1158;0
1159;13
